year,artist,title
2018,"GODΓÇÖS PLANDrake","PERFECTEd Sheeran"
2018,"PERFECTEd Sheeran","MEANT TO BEBebe Rexha & Florida Georgia Line"
2018,"MEANT TO BEBebe Rexha & Florida Georgia Line","GODΓÇÖS PLANDrake"
2018,"HAVANACamila Cabello featuring Young Thug","I LIKE ITCardi B, Bad Bunny & J Balvin"
2018,"ROCKSTARPost Malone featuring 21 Savage","PSYCHOPost Malone featuring Ty Dolla $ign"
2018,"PSYCHOPost Malone featuring Ty Dolla $ign","THE MIDDLEZedd, Maren Morris & Grey"
2018,"I LIKE ITCardi B, Bad Bunny & J Balvin","HAVANACamila Cabello featuring Young Thug"
2018,"THE MIDDLEZedd, Maren Morris & Grey","ROCKSTARPost Malone featuring 21 Savage"
2018,"IN MY FEELINGSDrake","GIRLS LIKE YOUMaroon 5 featuring Cardi B"
2018,"GIRLS LIKE YOUMaroon 5 featuring Cardi B","BETTER NOWPost Malone"
2018,"NICE FOR WHATDrake","LUCID DREAMSJuice WRLD"
2018,"LUCID DREAMSJuice WRLD","NICE FOR WHATDrake"
2018,"BETTER NOWPost Malone","IN MY FEELINGSDrake"
2018,"FINESSEBruno Mars & Cardi B","NO TEARS LEFT TO CRYAriana Grande"
2018,"BOOΓÇÖD UPElla Mai","BOOΓÇÖD UPElla Mai"
2018,"NEW RULESDua Lipa","LOOK ALIVEBlocBoy JB featuring Drake"
2018,"SAD!XXXTentacion","NEW RULESDua Lipa"
2018,"NEVER BE THE SAMECamila Cabello","THUNDERImagine Dragons"
2018,"LOVE LIESKhalid & Normani","FINESSEBruno Mars & Cardi B"
2018,"NO TEARS LEFT TO CRYAriana Grande","MINEBazzi"
2018,"MINEBazzi","SICKO MODETravis Scott"
2018,"THUNDERImagine Dragons","YES INDEEDLil Baby & Drake"
2018,"LOOK ALIVEBlocBoy JB featuring Drake","NEVER BE THE SAMECamila Cabello"
2018,"DELICATETaylor Swift","SAD!XXXTentacion"
2018,"YES INDEEDLil Baby & Drake","LOVE LIESKhalid & Normani"
2018,"FRIENDSMarshmello featuring Anne-Marie","FEFE6ix9ine featuring Nicki Minaj & Murda Beatz"
2018,"BAD AT LOVEHalsey","TASTETyga featuring Offset"
2018,"TASTETyga featuring Offset","BAD AT LOVEHalsey"
2018,"LET YOU DOWNNF","YOUNGBLOOD5 Seconds of Summer"
2018,"NO LIMITG-Eazy featuring A$AP Rocky & Cardi B","LET YOU DOWNNF"
2018,"FEFE6ix9ine featuring Nicki Minaj & Murda Beatz","PRAY FOR METhe Weeknd & Kendrick Lamar"
2018,"TEQUILADan + Shay","NO LIMITG-Eazy featuring A$AP Rocky & Cardi B"
2018,"FEEL IT STILLPortugal. The Man","NONSTOPDrake"
2018,"MOTORSPORTMigos, Nicki Minaj & Cardi B","MOTORSPORTMigos, Nicki Minaj & Cardi B"
2018,"I LIKE ME BETTERLauv","HIM & IG-Eazy & Halsey"
2018,"YOUNGBLOOD5 Seconds of Summer","WALK IT TALK ITMigos featuring Drake"
2018,"WHATEVER IT TAKESImagine Dragons","FRIENDSMarshmello featuring Anne-Marie"
2018,"RIC FLAIR DRIPOffset & Metro Boomin","GOD IS A WOMANAriana Grande"
2018,"I FALL APARTPost Malone","I FALL APARTPost Malone"
2018,"PRAY FOR METhe Weeknd & Kendrick Lamar","TOO GOOD AT GOODBYESSam Smith"
2018,"BACK TO YOUSelena Gomez","GUCCI GANGLil Pump"
2018,"SICKO MODETravis Scott","BODAK YELLOW (MONEY MOVES)Cardi B"
2018,"WALK IT TALK ITMigos featuring Drake","FEEL IT STILLPortugal. The Man"
2018,"GUCCI GANGLil Pump","DELICATETaylor Swift"
2018,"HIM & IG-Eazy & Halsey","FREAKY FRIDAYLil Dicky featuring Chris Brown"
2018,"IN MY BLOODShawn Mendes","LOVE.Kendrick Lamar featuring Zacari"
2018,"ALL THE STARSKendrick Lamar & SZA","WHATEVER IT TAKESImagine Dragons"
2018,"STIR FRYMigos","NATURALImagine Dragons"
2018,"TOO GOOD AT GOODBYESSam Smith","STIR FRYMigos"
2018,"LOVE.Kendrick Lamar featuring Zacari","NO BRAINERDJ Khaled featuring Justin Bieber, Chance the Rapper & Quavo"
2018,"THIS IS AMERICAChildish Gambino","BACK TO YOUSelena Gomez"
2018,"NONSTOPDrake","THIS IS AMERICAChildish Gambino"
2018,"HEAVENKane Brown","GUMMO6ix9ine"
2018,"BODAK YELLOW (MONEY MOVES)Cardi B","IN MY BLOODShawn Mendes"
2018,"FREAKY FRIDAYLil Dicky featuring Chris Brown","ALL THE STARSKendrick Lamar & SZA"
2018,"GUMMO6ix9ine","BE CAREFULCardi B"
2018,"PLUG WALKRich the Kid","HAPPIERG-Eazy & Halsey"
2018,"WAITMaroon 5","BARTIER CARDICardi B featuring 21 Savage"
2018,"BE CAREFULCardi B","PLUG WALKRich the Kid"
2018,"WOLVESSelena Gomez X Marshmello","WOLVESSelena Gomez X Marshmello"
2018,"BARTIER CARDICardi B featuring 21 Savage","SHAPE OF YOUEd Sheeran"
2018,"GOD IS A WOMANAriana Grande","DRIP TOO HARDLil Baby & Gunna"
2018,"BIG BANKYG featuring 2 Chainz, Big Sean & Nicki Minaj","SORRY NOT SORRYDemi Lovato"
2018,"SORRY NOT SORRYDemi Lovato","WHAT LOVERS DOMaroon 5 featuring SZA"
2018,"HOW LONGCharlie Puth","TRIPElla Mai"
2018,"LIGHTS DOWN LOWMAX featuring gnash","HOW LONGCharlie Puth"
2018,"YOUNG, DUMB AND BROKEKhalid","I GET THE BAGGucci Mane featuring Migos"
2018,"ONE KISSCalvin Harris & Dua Lipa","ZEZEKodak Black featuring Travis Scott & Offset"
2018,"NATURALImagine Dragons","BIG BANKYG featuring 2 Chainz, Big Sean & Nicki Minaj"
2018,"YOU MAKE IT EASYJason Aldean","I LOVE ITKanye West & Lil Pump"
2018,"SHAPE OF YOUEd Sheeran","HEAVENKane Brown"
2018,"I GET THE BAGGucci Mane featuring Migos","EASTSIDEBenny Blanco, Halsey & Khalid"
2018,"NO BRAINERDJ Khaled featuring Justin Bieber, Chance the Rapper & Quavo","WITHOUT MEHalsey"
2018,"PLAIN JANEA$AP Ferg featuring Nicki Minaj","CALL OUT MY NAMEThe Weeknd"
2018,"SKY WALKERMiguel featuring Travis Scott","IΓÇÖM UPSETDrake"
2018,"MARRY METhomas Rhett","MIABad Bunny featuring Drake"
2018,"EASTSIDEBenny Blanco, Halsey & Khalid","YOUNG, DUMB AND BROKEKhalid"
2018,"CALL OUT MY NAMEThe Weeknd","SHALLOWLady Gaga & Bradley Cooper"
2018,"KINGΓÇÖS DEADJay Rock, Kendrick Lamar, Future & James Blake","SAY SOMETHINGJustin Timberlake featuring Chris Stapleton"
2018,"HAPPIERMarshmello & Bastille","TAKI TAKIDJ Snake featuring Selena Gomez, Ozuna & Cardi B"
2018,"TE BOTEBad Bunny with Ozuna, Nicky Jam, Casper, Darell and Nio Garcia featuring DJ Nelson","MI GENTEJ Balvin & Willy William featuring Beyonce"
2018,"SIMPLEFlorida Georgia Line","MO BAMBASheck Wes"
2018,"LEMONN*E*R*D & Rihanna","RIC FLAIR DRIPOffset & Metro Boomin"
2018,"1-800-273-8255Logic featuring Alessia Cara & Khalid","TEQUILADan + Shay"
2018,"SAY SOMETHINGJustin Timberlake featuring Chris Stapleton","BELIEVERImagine Dragons"
2018,"IΓÇÖM UPSETDrake","1-800-273-8255Logic featuring Alessia Cara & Khalid"
2018,"GET ALONGKenny Chesney","LUCKY YOUEminem featuring Joyner Lucas"
2018,"MOONLIGHTXXXTentacion","WAITMaroon 5"
2018,"WHAT LOVERS DOMaroon 5 featuring SZA","LIGHTS DOWN LOWMAX featuring gnash"
2018,"XNicky Jam x J Balvin","THANK U, NEXTAriana Grande"
2018,"THANK U, NEXTAriana Grande","KILLSHOTEminem"
2018,"TRIPElla Mai","TRIPElla Mai"
2018,"DURADaddy Yankee","UPROARLil Wayne"
2018,"CHANGESXXXTentacion","BANK ACCOUNT21 Savage"
2018,"MERCYBrett Young","HIGH HOPESPanic! at the Disco"
2018,"ONE NUMBER AWAYLuke Combs","APESHITThe Carters"
2018,"POWERGLIDERae Sremmurd & Juicy J","DESPACITOLuis Fonsi & Daddy Yankee featuring Justin Bieber"
2018,"IDGAFDua Lipa","MONA LISALil Wayne featuring Kendrick Lamar"
2018,"MI GENTEJ Balvin & Willy William featuring Beyonce","DONΓÇÖT MATTER TO MEDrake featuring Michael Jackson"
2018,"BELIEVERImagine Dragons","FILTHYJustin Timberlake"
2018,"ΓÇô","94"
2018,"36","29"
2018,"56","53"
2018,"31","26"
2018,"62","38"
2018,"20","14"
2018,"ΓÇô","90"
2018,"ΓÇô","76"
2018,"21","20"
2018,"3","2"
2018,"77","72"
2018,"23","16"
2018,"14","19"
2018,"18","23"
2018,"4","7"
2018,"59","56"
2018,"54","42"
2018,"61","58"
2018,"7","4"
2018,"65","66"
2018,"51","52"
2018,"32","84"
2018,"64","63"
2018,"73","50"
2018,"ΓÇô","80"
2018,"86","75"
2018,"9","13"
2018,"52","33"
2018,"ΓÇô","99"
2018,"16","17"
2018,"2","1"
2018,"71","61"
2018,"15","15"
2018,"92","65"
2018,"ΓÇô","91"
2018,"ΓÇô","87"
2018,"45","35"
2018,"30","32"
2018,"72","67"
2018,"27","28"
2018,"ΓÇô","73"
2018,"100","85"
2018,"69","48"
2018,"22","18"
2018,"37","47"
2018,"99","81"
2018,"12","11"
2018,"ΓÇô","100"
2018,"85","79"
2018,"53","71"
2018,"ΓÇô","70"
2018,"47","55"
2018,"50","46"
2018,"67","77"
2018,"19","25"
2018,"ΓÇô","68"
2018,"ΓÇô","78"
2018,"25","22"
2018,"ΓÇô","62"
2018,"55","45"
2018,"44","41"
2018,"ΓÇô","93"
2018,"ΓÇô","98"
2018,"84","86"
2018,"ΓÇô","97"
2018,"58","88"
2018,"10","9"
2018,"89","64"
2018,"80","57"
2018,"26","37"
2018,"66","89"
2018,"48","49"
2018,"43","36"
2018,"34","34"
2018,"29","30"
2018,"38","83"
2018,"ΓÇô","95"
2018,"33","43"
2018,"13","10"
2018,"39","39"
2018,"ΓÇô","92"
2018,"5","8"
2018,"6","5"
2018,"57","59"
2018,"49","40"
2018,"41","51"
2018,"60","60"
2018,"46","54"
2018,"ΓÇô","82"
2018,"24","44"
2018,"ΓÇô","96"
2018,"78","74"
2018,"40","31"
2018,"42","21"
2018,"28","27"
2018,"17","24"
2018,"63","24"
2018,"8","6"
2019,"OLD TOWN ROAD (#1)Lil Nas X featuring Billy Ray Cyrus","OLD TOWN ROAD (#1)Lil Nas X featuring Billy Ray Cyrus"
